original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
7044,img_7044,1140,0.3861395,50,Objets pop culture
7045,img_7045,2583,0.9959388,2583,Piscine et accessoires
7046,img_7046,2403,0.97329867,2403,Lots livres et magazines
7047,img_7047,2060,0.9889542,2060,Décoration
7048,img_7048,2583,0.9865035,2583,Piscine et accessoires
7049,img_7049,1300,0.91672754,1300,Modélisme
7050,img_7050,1140,0.9426155,1280,Objets pop culture
7051,img_7051,1920,0.7734647,2582,Linge de maison
7052,img_7052,1920,0.47520643,2582,Linge de maison
7053,img_7053,1302,0.92148787,1302,Jeux et accessoires de plein air
7054,img_7054,40,0.9660325,40,Jeux consoles neuf
7055,img_7055,2583,0.3449382,2583,Piscine et accessoires
7056,img_7056,1160,0.9829912,1160,Cartes de jeux
7057,img_7057,1160,0.9988141,1160,Cartes de jeux
7058,img_7058,1320,0.20819977,2060,Puériculture
7059,img_7059,1301,0.4618729,2060,Lingerie enfant et jeu de bar
7060,img_7060,2705,0.49250466,2403,Livres neufs
7061,img_7061,40,0.30443367,40,Jeux consoles neuf
7062,img_7062,1920,0.99781287,1920,Linge de maison
7063,img_7063,2705,0.9541883,2705,Livres neufs
7064,img_7064,2060,0.29784852,2582,Décoration
7065,img_7065,2522,0.9124881,1302,Fournitures papeterie
7066,img_7066,1140,0.8361203,1140,Objets pop culture
7067,img_7067,2705,0.97157943,2705,Livres neufs
7068,img_7068,1302,0.425553,2220,Jeux et accessoires de plein air
7069,img_7069,2522,0.8099687,2522,Fournitures papeterie
7070,img_7070,1300,0.8877622,1300,Modélisme
7071,img_7071,40,0.19727577,1180,Jeux consoles neuf
7072,img_7072,1140,0.4966014,1320,Objets pop culture
7073,img_7073,1300,0.91101223,1300,Modélisme
7074,img_7074,1320,0.96402174,1320,Puériculture
7075,img_7075,2582,0.32505992,1920,Mobilier et accessoires de jardin
7076,img_7076,2583,0.4166486,2583,Piscine et accessoires
7077,img_7077,1560,0.8866188,1560,Mobilier
7078,img_7078,40,0.35137573,2403,Jeux consoles neuf
7079,img_7079,2060,0.80119306,2060,Décoration
7080,img_7080,2280,0.40681353,2403,Journaux et revues occasion
7081,img_7081,2583,0.99864787,2583,Piscine et accessoires
7082,img_7082,2582,0.3748322,1560,Mobilier et accessoires de jardin
7083,img_7083,2585,0.83639586,1302,Outillage de jardin
7084,img_7084,2582,0.65572846,1560,Mobilier et accessoires de jardin
7085,img_7085,1301,0.6923872,1301,Lingerie enfant et jeu de bar
7086,img_7086,1160,0.92417073,1160,Cartes de jeux
7087,img_7087,2462,0.6514208,2403,Console et Jeux vidéos occasion
7088,img_7088,1560,0.50468946,2060,Mobilier
7089,img_7089,1140,0.2244021,1280,Objets pop culture
7090,img_7090,2583,0.2976937,1302,Piscine et accessoires
7091,img_7091,1920,0.94198626,1920,Linge de maison
7092,img_7092,1140,0.8844226,1280,Objets pop culture
7093,img_7093,1280,0.7383382,1302,Jouets enfant
7094,img_7094,10,0.8539083,10,Livres occasion
7095,img_7095,2705,0.6149761,2705,Livres neufs
7096,img_7096,2583,0.4987161,2583,Piscine et accessoires
7097,img_7097,2905,0.51230127,2280,Jeux PC en téléchargement
7098,img_7098,2585,0.40568173,2060,Outillage de jardin
7099,img_7099,2522,0.67652404,2522,Fournitures papeterie
7100,img_7100,1560,0.9171749,1560,Mobilier
7101,img_7101,1300,0.4800914,1180,Modélisme
7102,img_7102,1300,0.9948525,1300,Modélisme
7103,img_7103,40,0.2854037,1280,Jeux consoles neuf
7104,img_7104,2583,0.5716232,2462,Piscine et accessoires
7105,img_7105,1280,0.52617604,1300,Jouets enfant
7106,img_7106,1920,0.99902296,1920,Linge de maison
7107,img_7107,2403,0.95037764,10,Lots livres et magazines
7108,img_7108,2403,0.6470229,2280,Lots livres et magazines
7109,img_7109,1301,0.9842206,1301,Lingerie enfant et jeu de bar
7110,img_7110,2403,0.52929443,2403,Lots livres et magazines
7111,img_7111,2585,0.40419787,2585,Outillage de jardin
7112,img_7112,1560,0.8604653,1560,Mobilier
7113,img_7113,2585,0.77206194,2585,Outillage de jardin
7114,img_7114,1281,0.33496806,1302,Jeux enfant
7115,img_7115,1160,0.9928317,1160,Cartes de jeux
7116,img_7116,10,0.5595928,2403,Livres occasion
7117,img_7117,2280,0.69251394,2280,Journaux et revues occasion
7118,img_7118,2522,0.6095949,2462,Fournitures papeterie
7119,img_7119,1301,0.42312893,1560,Lingerie enfant et jeu de bar
7120,img_7120,1920,0.9984642,1920,Linge de maison
7121,img_7121,2583,0.9638915,2583,Piscine et accessoires
7122,img_7122,1320,0.42061,2582,Puériculture
7123,img_7123,50,0.7655116,1300,Accessoires gaming
7124,img_7124,1280,0.29152343,1280,Jouets enfant
7125,img_7125,2060,0.43151727,2582,Décoration
7126,img_7126,2403,0.52014804,2403,Lots livres et magazines
7127,img_7127,1301,0.42580998,1301,Lingerie enfant et jeu de bar
7128,img_7128,2705,0.9820784,2705,Livres neufs
7129,img_7129,2582,0.26552427,2060,Mobilier et accessoires de jardin
7130,img_7130,1281,0.5906003,1281,Jeux enfant
7131,img_7131,2583,0.9980306,2583,Piscine et accessoires
7132,img_7132,40,0.6725044,40,Jeux consoles neuf
7133,img_7133,1320,0.3472166,1280,Puériculture
7134,img_7134,2583,0.4784189,2583,Piscine et accessoires
7135,img_7135,1302,0.21450165,2583,Jeux et accessoires de plein air
7136,img_7136,1302,0.4911026,1300,Jeux et accessoires de plein air
7137,img_7137,1280,0.502479,1280,Jouets enfant
7138,img_7138,1560,0.44841897,1560,Mobilier
7139,img_7139,1920,0.78033525,2583,Linge de maison
7140,img_7140,1140,0.42597282,1300,Objets pop culture
7141,img_7141,2280,0.5240452,2403,Journaux et revues occasion
7142,img_7142,1160,0.9956392,1160,Cartes de jeux
7143,img_7143,40,0.50896764,60,Jeux consoles neuf
7144,img_7144,1160,0.99874216,1160,Cartes de jeux
7145,img_7145,40,0.51190484,40,Jeux consoles neuf
7146,img_7146,1560,0.49945736,2582,Mobilier
7147,img_7147,10,0.71131307,2705,Livres occasion
7148,img_7148,1160,0.99854565,1160,Cartes de jeux
7149,img_7149,1320,0.41707873,1320,Puériculture
7150,img_7150,2582,0.358649,1301,Mobilier et accessoires de jardin
7151,img_7151,50,0.40831706,2583,Accessoires gaming
7152,img_7152,2522,0.32821274,1320,Fournitures papeterie
7153,img_7153,10,0.82101655,2403,Livres occasion
7154,img_7154,1320,0.36267322,1920,Puériculture
7155,img_7155,1160,0.99505323,1160,Cartes de jeux
7156,img_7156,60,0.29980063,1300,Consoles de jeux
7157,img_7157,1920,0.996274,1920,Linge de maison
7158,img_7158,2060,0.7155975,2060,Décoration
7159,img_7159,2280,0.99965096,2280,Journaux et revues occasion
7160,img_7160,2585,0.4034934,2060,Outillage de jardin
7161,img_7161,40,0.9717755,40,Jeux consoles neuf
7162,img_7162,1300,0.5069681,1300,Modélisme
7163,img_7163,2582,0.43741116,2060,Mobilier et accessoires de jardin
7164,img_7164,40,0.9584756,40,Jeux consoles neuf
7165,img_7165,1160,0.9995369,1160,Cartes de jeux
7166,img_7166,2060,0.51912975,2585,Décoration
7167,img_7167,2705,0.8686503,2705,Livres neufs
7168,img_7168,1940,0.9076878,1281,Épicerie
7169,img_7169,2583,0.83772117,2583,Piscine et accessoires
7170,img_7170,1560,0.9789039,1560,Mobilier
7171,img_7171,10,0.25328696,1300,Livres occasion
7172,img_7172,1140,0.91748536,1280,Objets pop culture
7173,img_7173,1281,0.20040679,1160,Jeux enfant
7174,img_7174,60,0.39446113,60,Consoles de jeux
7175,img_7175,2583,0.9240518,2583,Piscine et accessoires
7176,img_7176,1320,0.13883466,1560,Puériculture
7177,img_7177,50,0.96638507,50,Accessoires gaming
7178,img_7178,2585,0.15810433,1560,Outillage de jardin
7179,img_7179,1160,0.7138885,1160,Cartes de jeux
7180,img_7180,50,0.28899163,1920,Accessoires gaming
7181,img_7181,2582,0.24682586,1302,Mobilier et accessoires de jardin
7182,img_7182,10,0.956185,2280,Livres occasion
7183,img_7183,2705,0.90582305,10,Livres neufs
7184,img_7184,1560,0.36155906,1560,Mobilier
7185,img_7185,2583,0.5469986,2583,Piscine et accessoires
7186,img_7186,10,0.43711454,10,Livres occasion
7187,img_7187,50,0.40580818,50,Accessoires gaming
7188,img_7188,2583,0.9736207,2583,Piscine et accessoires
7189,img_7189,1281,0.5895729,1280,Jeux enfant
7190,img_7190,10,0.88543344,40,Livres occasion
7191,img_7191,1300,0.82376504,1280,Modélisme
7192,img_7192,2705,0.277965,2522,Livres neufs
7193,img_7193,2582,0.24926758,1320,Mobilier et accessoires de jardin
7194,img_7194,1920,0.99894315,1920,Linge de maison
7195,img_7195,40,0.46938714,2403,Jeux consoles neuf
7196,img_7196,2522,0.15583175,50,Fournitures papeterie
7197,img_7197,2280,0.42846984,2705,Journaux et revues occasion
7198,img_7198,2585,0.33472568,2522,Outillage de jardin
7199,img_7199,1160,0.9874335,1160,Cartes de jeux
7200,img_7200,1180,0.5270147,1180,Jeux de rôle et figurines
7201,img_7201,2060,0.12846595,2522,Décoration
7202,img_7202,1560,0.6526249,1560,Mobilier
7203,img_7203,2583,0.5735669,2583,Piscine et accessoires
7204,img_7204,1280,0.9351282,1280,Jouets enfant
7205,img_7205,2583,0.98069555,2583,Piscine et accessoires
7206,img_7206,2582,0.6660163,1560,Mobilier et accessoires de jardin
7207,img_7207,2060,0.28185546,1302,Décoration
7208,img_7208,2522,0.65138936,2522,Fournitures papeterie
7209,img_7209,2280,0.5789616,2280,Journaux et revues occasion
7210,img_7210,1300,0.7726818,1300,Modélisme
7211,img_7211,40,0.35699674,2280,Jeux consoles neuf
7212,img_7212,2705,0.7745721,2280,Livres neufs
7213,img_7213,60,0.9847072,60,Consoles de jeux
7214,img_7214,1140,0.9502938,1140,Objets pop culture
7215,img_7215,1140,0.5349934,2060,Objets pop culture
7216,img_7216,1160,0.9962154,1160,Cartes de jeux
7217,img_7217,2060,0.8600024,2060,Décoration
7218,img_7218,1920,0.9972101,1920,Linge de maison
7219,img_7219,1281,0.7839681,1281,Jeux enfant
7220,img_7220,40,0.9471045,2462,Jeux consoles neuf
7221,img_7221,1320,0.7991698,1320,Puériculture
7222,img_7222,2585,0.22282545,2583,Outillage de jardin
7223,img_7223,2403,0.27122298,10,Lots livres et magazines
7224,img_7224,2060,0.9776586,2060,Décoration
7225,img_7225,2522,0.961414,2522,Fournitures papeterie
7226,img_7226,2403,0.308411,2522,Lots livres et magazines
7227,img_7227,2403,0.3332164,40,Lots livres et magazines
7228,img_7228,50,0.14277832,1560,Accessoires gaming
7229,img_7229,1300,0.5028745,2583,Modélisme
7230,img_7230,2522,0.57419646,2522,Fournitures papeterie
7231,img_7231,1940,0.9968851,1940,Épicerie
7232,img_7232,10,0.94323206,10,Livres occasion
7233,img_7233,10,0.84113866,2403,Livres occasion
7234,img_7234,2060,0.88968194,2060,Décoration
7235,img_7235,2403,0.7304361,2403,Lots livres et magazines
7236,img_7236,1280,0.6551742,1320,Jouets enfant
7237,img_7237,1140,0.91614777,1140,Objets pop culture
7238,img_7238,1560,0.96670526,1560,Mobilier
7239,img_7239,40,0.9799936,40,Jeux consoles neuf
7240,img_7240,1300,0.20499611,1302,Modélisme
7241,img_7241,1300,0.597914,1300,Modélisme
7242,img_7242,40,0.33312276,50,Jeux consoles neuf
7243,img_7243,2403,0.91363835,2403,Lots livres et magazines
7244,img_7244,2280,0.6368951,2403,Journaux et revues occasion
7245,img_7245,2403,0.5006234,2403,Lots livres et magazines
7246,img_7246,2060,0.29892728,2060,Décoration
7247,img_7247,2060,0.43522474,2060,Décoration
7248,img_7248,1940,0.7319678,1940,Épicerie
7249,img_7249,1320,0.36794335,2582,Puériculture
7250,img_7250,2403,0.882015,2403,Lots livres et magazines
7251,img_7251,50,0.6631089,50,Accessoires gaming
7252,img_7252,1180,0.37473893,1180,Jeux de rôle et figurines
7253,img_7253,2462,0.98080784,2462,Console et Jeux vidéos occasion
7254,img_7254,2280,0.33499274,40,Journaux et revues occasion
7255,img_7255,2905,0.23325561,2403,Jeux PC en téléchargement
7256,img_7256,1140,0.905648,1140,Objets pop culture
7257,img_7257,1140,0.5555034,2060,Objets pop culture
7258,img_7258,2522,0.95518786,2522,Fournitures papeterie
7259,img_7259,1281,0.4089789,1280,Jeux enfant
7260,img_7260,1160,0.86998844,1160,Cartes de jeux
7261,img_7261,1160,0.65967214,1160,Cartes de jeux
7262,img_7262,2583,0.9936347,2583,Piscine et accessoires
7263,img_7263,2583,0.65693575,2583,Piscine et accessoires
7264,img_7264,10,0.96445835,10,Livres occasion
7265,img_7265,2905,0.93590385,2905,Jeux PC en téléchargement
7266,img_7266,1302,0.4499341,1302,Jeux et accessoires de plein air
7267,img_7267,1920,0.4606496,2060,Linge de maison
7268,img_7268,1302,0.7124544,1302,Jeux et accessoires de plein air
7269,img_7269,2705,0.8923223,2705,Livres neufs
7270,img_7270,2403,0.93954235,2403,Lots livres et magazines
7271,img_7271,1281,0.9591974,1281,Jeux enfant
7272,img_7272,2403,0.3386362,1160,Lots livres et magazines
7273,img_7273,2583,0.29533717,2583,Piscine et accessoires
7274,img_7274,10,0.7933004,10,Livres occasion
7275,img_7275,2522,0.7040537,2522,Fournitures papeterie
7276,img_7276,1160,0.9291172,1160,Cartes de jeux
7277,img_7277,2403,0.9012901,2403,Lots livres et magazines
7278,img_7278,2403,0.8050477,2403,Lots livres et magazines
7279,img_7279,40,0.55548865,40,Jeux consoles neuf
7280,img_7280,10,0.6741475,2403,Livres occasion
7281,img_7281,1280,0.39189819,2585,Jouets enfant
7282,img_7282,2583,0.8719859,2462,Piscine et accessoires
7283,img_7283,2462,0.46555448,2462,Console et Jeux vidéos occasion
7284,img_7284,2583,0.9969222,2583,Piscine et accessoires
7285,img_7285,2060,0.5611151,2060,Décoration
7286,img_7286,2905,0.9392475,2905,Jeux PC en téléchargement
7287,img_7287,60,0.936269,50,Consoles de jeux
7288,img_7288,1560,0.3409322,1320,Mobilier
7289,img_7289,2583,0.999343,2583,Piscine et accessoires
7290,img_7290,1302,0.6430962,1302,Jeux et accessoires de plein air
7291,img_7291,1302,0.73711693,1302,Jeux et accessoires de plein air
7292,img_7292,1280,0.16614507,1160,Jouets enfant
7293,img_7293,1300,0.9833618,1300,Modélisme
7294,img_7294,2583,0.6992247,2583,Piscine et accessoires
7295,img_7295,2522,0.9972907,2522,Fournitures papeterie
7296,img_7296,1280,0.5942872,2220,Jouets enfant
7297,img_7297,1140,0.36283016,1280,Objets pop culture
7298,img_7298,2060,0.3128345,2060,Décoration
7299,img_7299,1140,0.86123925,50,Objets pop culture
7300,img_7300,2585,0.60700643,2585,Outillage de jardin
7301,img_7301,2585,0.5896149,2585,Outillage de jardin
7302,img_7302,2583,0.9987656,2583,Piscine et accessoires
7303,img_7303,1280,0.9877093,1280,Jouets enfant
7304,img_7304,1320,0.22452551,2522,Puériculture
7305,img_7305,1320,0.8520297,1320,Puériculture
7306,img_7306,1280,0.2641442,1280,Jouets enfant
7307,img_7307,10,0.55444413,10,Livres occasion
7308,img_7308,2583,0.5668153,2583,Piscine et accessoires
7309,img_7309,2583,0.9961111,2583,Piscine et accessoires
7310,img_7310,40,0.47070035,40,Jeux consoles neuf
7311,img_7311,2522,0.9719297,2522,Fournitures papeterie
7312,img_7312,1140,0.29678223,2462,Objets pop culture
7313,img_7313,40,0.3265583,40,Jeux consoles neuf
7314,img_7314,1302,0.63245845,1280,Jeux et accessoires de plein air
7315,img_7315,10,0.9979711,10,Livres occasion
7316,img_7316,1302,0.29122034,1302,Jeux et accessoires de plein air
7317,img_7317,2905,0.8647059,2280,Jeux PC en téléchargement
7318,img_7318,1280,0.5911943,1140,Jouets enfant
7319,img_7319,2060,0.29962853,50,Décoration
7320,img_7320,2522,0.9879776,2522,Fournitures papeterie
7321,img_7321,1180,0.37952673,1281,Jeux de rôle et figurines
7322,img_7322,2583,0.71426487,2583,Piscine et accessoires
7323,img_7323,1302,0.29638594,2583,Jeux et accessoires de plein air
7324,img_7324,2705,0.8746975,2705,Livres neufs
7325,img_7325,2403,0.82797927,2403,Lots livres et magazines
7326,img_7326,1302,0.82542443,1302,Jeux et accessoires de plein air
7327,img_7327,10,0.28182974,2280,Livres occasion
7328,img_7328,2705,0.9961169,2705,Livres neufs
7329,img_7329,2403,0.71641505,2403,Lots livres et magazines
7330,img_7330,1281,0.23332283,1180,Jeux enfant
7331,img_7331,2403,0.7460457,2403,Lots livres et magazines
7332,img_7332,2522,0.97164696,2522,Fournitures papeterie
7333,img_7333,2582,0.23556235,2060,Mobilier et accessoires de jardin
7334,img_7334,1281,0.6306723,1281,Jeux enfant
7335,img_7335,2705,0.6459676,2705,Livres neufs
7336,img_7336,1920,0.93264115,1920,Linge de maison
7337,img_7337,2060,0.38389638,1560,Décoration
7338,img_7338,2280,0.883761,2280,Journaux et revues occasion
7339,img_7339,2522,0.24545324,1320,Fournitures papeterie
7340,img_7340,1160,0.9998416,1160,Cartes de jeux
7341,img_7341,2462,0.4768285,2403,Console et Jeux vidéos occasion
7342,img_7342,1300,0.58037084,1300,Modélisme
7343,img_7343,2585,0.9537822,2585,Outillage de jardin
7344,img_7344,1300,0.5013781,1300,Modélisme
7345,img_7345,1940,0.95244026,1940,Épicerie
7346,img_7346,1300,0.3200727,1300,Modélisme
7347,img_7347,2583,0.75790215,2583,Piscine et accessoires
7348,img_7348,1302,0.18067689,1560,Jeux et accessoires de plein air
7349,img_7349,2583,0.9841155,2583,Piscine et accessoires
7350,img_7350,2522,0.99098676,2522,Fournitures papeterie
7351,img_7351,2060,0.8621808,2060,Décoration
7352,img_7352,10,0.38170275,10,Livres occasion
7353,img_7353,1180,0.3933288,1281,Jeux de rôle et figurines
7354,img_7354,1302,0.32899275,1920,Jeux et accessoires de plein air
7355,img_7355,2280,0.99573696,2280,Journaux et revues occasion
7356,img_7356,1302,0.37105167,1280,Jeux et accessoires de plein air
7357,img_7357,1280,0.8606829,1281,Jouets enfant
7358,img_7358,2583,0.97311765,2583,Piscine et accessoires
7359,img_7359,2583,0.99772567,2583,Piscine et accessoires
7360,img_7360,2280,0.76615304,2280,Journaux et revues occasion
7361,img_7361,2280,0.9971289,2280,Journaux et revues occasion
7362,img_7362,2403,0.9704292,2403,Lots livres et magazines
7363,img_7363,1280,0.74557364,1300,Jouets enfant
7364,img_7364,1280,0.85878885,1280,Jouets enfant
7365,img_7365,2705,0.9875557,2705,Livres neufs
7366,img_7366,1560,0.25651208,1560,Mobilier
7367,img_7367,10,0.53136086,10,Livres occasion
7368,img_7368,1302,0.44332388,2583,Jeux et accessoires de plein air
7369,img_7369,1281,0.6658967,1281,Jeux enfant
7370,img_7370,2705,0.98119843,2705,Livres neufs
7371,img_7371,2280,0.993155,2280,Journaux et revues occasion
7372,img_7372,1300,0.85800004,1300,Modélisme
7373,img_7373,2705,0.94816744,2705,Livres neufs
7374,img_7374,1140,0.38679025,1140,Objets pop culture
7375,img_7375,2060,0.78191495,2060,Décoration
7376,img_7376,2280,0.94340646,2280,Journaux et revues occasion
7377,img_7377,2403,0.9106216,2462,Lots livres et magazines
7378,img_7378,2585,0.24615468,50,Outillage de jardin
7379,img_7379,50,0.462796,1280,Accessoires gaming
7380,img_7380,2060,0.8914542,2585,Décoration
7381,img_7381,2462,0.9587801,2462,Console et Jeux vidéos occasion
7382,img_7382,1920,0.99317557,1920,Linge de maison
7383,img_7383,2585,0.95739794,2585,Outillage de jardin
7384,img_7384,1140,0.29952237,1140,Objets pop culture
7385,img_7385,1140,0.3140869,2522,Objets pop culture
7386,img_7386,2585,0.26916617,2585,Outillage de jardin
7387,img_7387,40,0.3836223,40,Jeux consoles neuf
7388,img_7388,1302,0.9430819,1302,Jeux et accessoires de plein air
7389,img_7389,2280,0.9918139,2280,Journaux et revues occasion
7390,img_7390,1560,0.31987053,1560,Mobilier
7391,img_7391,1560,0.6651,1560,Mobilier
7392,img_7392,2522,0.27236897,50,Fournitures papeterie
7393,img_7393,2522,0.7308529,2522,Fournitures papeterie
7394,img_7394,1920,0.98468,1920,Linge de maison
7395,img_7395,1560,0.98663574,1560,Mobilier
7396,img_7396,1280,0.70946157,1280,Jouets enfant
7397,img_7397,1281,0.9775149,1300,Jeux enfant
7398,img_7398,1302,0.9830889,2582,Jeux et accessoires de plein air
7399,img_7399,2280,0.8685825,2280,Journaux et revues occasion
7400,img_7400,10,0.87474734,2522,Livres occasion
7401,img_7401,1320,0.5962257,1302,Puériculture
7402,img_7402,1180,0.37360966,2403,Jeux de rôle et figurines
7403,img_7403,1160,0.7290574,1160,Cartes de jeux
7404,img_7404,2583,0.9784694,2583,Piscine et accessoires
7405,img_7405,1302,0.2477781,2060,Jeux et accessoires de plein air
7406,img_7406,2582,0.39772016,2585,Mobilier et accessoires de jardin
7407,img_7407,2522,0.39914265,1140,Fournitures papeterie
7408,img_7408,2522,0.8404173,2522,Fournitures papeterie
7409,img_7409,1920,0.99025553,1920,Linge de maison
7410,img_7410,1180,0.20418528,2522,Jeux de rôle et figurines
7411,img_7411,2403,0.51282036,2403,Lots livres et magazines
7412,img_7412,2582,0.48595327,1302,Mobilier et accessoires de jardin
7413,img_7413,2522,0.32603154,2583,Fournitures papeterie
7414,img_7414,2583,0.97478545,2583,Piscine et accessoires
7415,img_7415,2522,0.9836452,2522,Fournitures papeterie
7416,img_7416,2403,0.9115238,2403,Lots livres et magazines
7417,img_7417,1280,0.9751315,1280,Jouets enfant
7418,img_7418,1300,0.83819044,1300,Modélisme
7419,img_7419,2403,0.58327645,1160,Lots livres et magazines
7420,img_7420,1281,0.36832815,1281,Jeux enfant
7421,img_7421,2585,0.94074816,2585,Outillage de jardin
7422,img_7422,2905,0.9990075,2905,Jeux PC en téléchargement
7423,img_7423,1160,0.9936359,1160,Cartes de jeux
7424,img_7424,2522,0.98193663,2522,Fournitures papeterie
7425,img_7425,2583,0.9924274,2583,Piscine et accessoires
7426,img_7426,1300,0.7830714,1300,Modélisme
7427,img_7427,1281,0.46100613,1280,Jeux enfant
7428,img_7428,2403,0.995915,2403,Lots livres et magazines
7429,img_7429,40,0.9274476,40,Jeux consoles neuf
7430,img_7430,2705,0.88512176,2705,Livres neufs
7431,img_7431,2585,0.5288951,2522,Outillage de jardin
7432,img_7432,1300,0.5977513,1300,Modélisme
7433,img_7433,2705,0.9656393,2705,Livres neufs
7434,img_7434,1140,0.96215314,1140,Objets pop culture
7435,img_7435,1320,0.99557894,1320,Puériculture
7436,img_7436,2582,0.64041257,2060,Mobilier et accessoires de jardin
7437,img_7437,2583,0.9904653,2583,Piscine et accessoires
7438,img_7438,1940,0.98878586,2220,Épicerie
7439,img_7439,10,0.54612726,40,Livres occasion
7440,img_7440,1281,0.25944102,1300,Jeux enfant
7441,img_7441,2585,0.24317613,1300,Outillage de jardin
7442,img_7442,2462,0.9731472,50,Console et Jeux vidéos occasion
7443,img_7443,1160,0.6262587,1160,Cartes de jeux
7444,img_7444,1940,0.49732822,2522,Épicerie
7445,img_7445,1302,0.420994,1280,Jeux et accessoires de plein air
7446,img_7446,1280,0.17627333,2585,Jouets enfant
7447,img_7447,40,0.8392787,40,Jeux consoles neuf
7448,img_7448,1140,0.77895623,1140,Objets pop culture
7449,img_7449,1560,0.9742241,1560,Mobilier
7450,img_7450,2060,0.93270075,1280,Décoration
7451,img_7451,10,0.99670535,10,Livres occasion
7452,img_7452,1281,0.81625414,1281,Jeux enfant
7453,img_7453,1320,0.34440494,50,Puériculture
7454,img_7454,1302,0.44384742,1280,Jeux et accessoires de plein air
7455,img_7455,2583,0.9601445,2583,Piscine et accessoires
7456,img_7456,2582,0.99145484,2582,Mobilier et accessoires de jardin
7457,img_7457,1300,0.33479923,2585,Modélisme
7458,img_7458,40,0.48805413,10,Jeux consoles neuf
7459,img_7459,2583,0.9418527,2583,Piscine et accessoires
7460,img_7460,1920,0.98326886,1920,Linge de maison
7461,img_7461,2280,0.9630157,2280,Journaux et revues occasion
7462,img_7462,10,0.6454373,10,Livres occasion
7463,img_7463,1140,0.9934197,1140,Objets pop culture
7464,img_7464,2462,0.41449744,10,Console et Jeux vidéos occasion
7465,img_7465,2280,0.99348915,2280,Journaux et revues occasion
7466,img_7466,1300,0.8949528,60,Modélisme
7467,img_7467,2060,0.9556214,2582,Décoration
7468,img_7468,1300,0.9659398,1300,Modélisme
7469,img_7469,2583,0.9481893,2583,Piscine et accessoires
7470,img_7470,2583,0.2851294,2060,Piscine et accessoires
7471,img_7471,1940,0.86807466,1940,Épicerie
7472,img_7472,2705,0.83820933,2705,Livres neufs
7473,img_7473,1300,0.5138527,1300,Modélisme
7474,img_7474,2582,0.8381754,1560,Mobilier et accessoires de jardin
7475,img_7475,1281,0.40908194,2403,Jeux enfant
7476,img_7476,1560,0.31758726,1560,Mobilier
7477,img_7477,10,0.6274145,2705,Livres occasion
7478,img_7478,1160,0.5442016,1160,Cartes de jeux
7479,img_7479,2705,0.99222565,2705,Livres neufs
7480,img_7480,2220,0.63330805,2220,Animalerie
7481,img_7481,1300,0.47036585,1300,Modélisme
7482,img_7482,2522,0.9963953,2522,Fournitures papeterie
7483,img_7483,2060,0.317318,1320,Décoration
7484,img_7484,2583,0.7777263,2583,Piscine et accessoires
7485,img_7485,2220,0.97238433,2220,Animalerie
7486,img_7486,1160,0.7259732,1160,Cartes de jeux
7487,img_7487,2060,0.37495464,1280,Décoration
7488,img_7488,2705,0.69142365,2705,Livres neufs
7489,img_7489,2522,0.34626195,2583,Fournitures papeterie
7490,img_7490,1300,0.78068405,2060,Modélisme
7491,img_7491,10,0.5011929,10,Livres occasion
7492,img_7492,1160,0.99816054,1160,Cartes de jeux
7493,img_7493,2522,0.5995203,2522,Fournitures papeterie
7494,img_7494,2462,0.8028194,2403,Console et Jeux vidéos occasion
7495,img_7495,2060,0.3002211,1560,Décoration
7496,img_7496,1940,0.98120314,1940,Épicerie
7497,img_7497,1281,0.4029186,60,Jeux enfant
7498,img_7498,2583,0.97648233,2583,Piscine et accessoires
7499,img_7499,1300,0.9829044,1300,Modélisme
7500,img_7500,2583,0.52526003,2583,Piscine et accessoires
7501,img_7501,2583,0.99497294,2583,Piscine et accessoires
7502,img_7502,2403,0.9033311,2403,Lots livres et magazines
7503,img_7503,2583,0.49603707,2583,Piscine et accessoires
7504,img_7504,1302,0.9488071,1302,Jeux et accessoires de plein air
7505,img_7505,2582,0.3602483,2582,Mobilier et accessoires de jardin
7506,img_7506,1920,0.99507445,1920,Linge de maison
7507,img_7507,1281,0.725613,40,Jeux enfant
7508,img_7508,40,0.21069436,1281,Jeux consoles neuf
7509,img_7509,2583,0.9885511,2583,Piscine et accessoires
7510,img_7510,2280,0.91084874,2280,Journaux et revues occasion
7511,img_7511,1940,0.9816929,1940,Épicerie
7512,img_7512,2583,0.980881,2583,Piscine et accessoires
7513,img_7513,2583,0.5362467,2583,Piscine et accessoires
7514,img_7514,1302,0.3540294,2060,Jeux et accessoires de plein air
7515,img_7515,1281,0.5599923,1280,Jeux enfant
7516,img_7516,1280,0.2850232,1280,Jouets enfant
7517,img_7517,40,0.22598419,1280,Jeux consoles neuf
7518,img_7518,2585,0.30852586,2582,Outillage de jardin
7519,img_7519,1560,0.9445547,1560,Mobilier
7520,img_7520,2522,0.9979948,2522,Fournitures papeterie
7521,img_7521,2705,0.66563284,2705,Livres neufs
7522,img_7522,2583,0.9805055,2583,Piscine et accessoires
7523,img_7523,2280,0.31287256,1160,Journaux et revues occasion
7524,img_7524,2462,0.7371149,2462,Console et Jeux vidéos occasion
7525,img_7525,2583,0.75930053,2583,Piscine et accessoires
7526,img_7526,1320,0.939408,1320,Puériculture
7527,img_7527,2705,0.48110294,10,Livres neufs
7528,img_7528,10,0.67027324,2403,Livres occasion
